0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65
391;1;Intel core i7-10700k;8,10;1511.03;5;1858.57;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;17;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070110700K</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core I7-10700K 3.8GHz LGA1200 16M Cache Boxed CPU</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i710700k-item-63549;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i710700k-item-63549.jpg;Intel core i7-10700k;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
392;1;Intel core i9-11900k 3.5ghz lga1200 16m cache cpu boxed;8,10;1486.99;5;1829.0;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;16;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811900K</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i9-11900K 3.5GHz LGA1200 16M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i911900k_3.5ghz_lga1200_16m_cache_cpu_boxed-item-65714;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i911900k_3.5ghz_lga1200_16m_cache_cpu_boxed-item-65714.jpg;Intel core i9-11900k 3.5ghz lga1200 16m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
393;1;Intel core i7-11700kf 3.6ghz lga1200 16m cache cpu boxed;8,10;1369.00;5;1683.87;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;14;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811700KF</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i7-11700KF 3.6GHz LGA1200 16M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i711700kf_3.6ghz_lga1200_16m_cache_cpu_boxed-item-65705;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i711700kf_3.6ghz_lga1200_16m_cache_cpu_boxed-item-65705.jpg;Intel core i7-11700kf 3.6ghz lga1200 16m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
394;1;Procesor intel core? i7-10700kf box;8,10;1350.00;5;1660.5;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;6;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Producent</td>
<td>Intel</td>
</tr>
<tr>
<td>Nazwa typu</td>
<td>Procesory</td>
</tr>
<tr>
<td>Typ procesora</td>
<td>Intel Core i7</td>
</tr>
<tr>
<td>Proces technologiczny</td>
<td>14 nm</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>Socket 1200</td>
</tr>
<tr>
<td>Magistrala FSB / HT / DMI</td>
<td>DMI 8 GT/s  </td>
</tr>
<tr>
<td>Częstotliwość taktowania CPU</td>
<td>3800 MHz</td>
</tr>
<tr>
<td>Częstotliwość taktowania CPU podwyższona (Turbo)</td>
<td>5100 MHz</td>
</tr>
<tr>
<td>Pamięć Cache L2</td>
<td>2 MB</td>
</tr>
<tr>
<td>Pamięć Cache L3</td>
<td>16 MB</td>
</tr>
<tr>
<td>Liczba rdzeni w strukturze procesora</td>
<td>8</td>
</tr>
<tr>
<td>Liczba obsługiwanych wątków</td>
<td>16</td>
</tr>
<tr>
<td>Obsługa Hyper Threading</td>
<td>Tak</td>
</tr>
<tr>
<td>Obsługa Hyper Transport</td>
<td>Nie</td>
</tr>
<tr>
<td>Obsługa instrukcji 64-bit</td>
<td>Tak</td>
</tr>
<tr>
<td>Karta graficzna zintegrowana z procesorem</td>
<td>Intel® UHD Graphics 630</td>
</tr>
<tr>
<td>Maksymalny pobór mocy (TDP)</td>
<td>95.0 W</td>
</tr>
<tr>
<td>Instrukcje multimedialne</td>
<td>Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2</td>
</tr>
<tr>
<td>Opakowanie</td>
<td>BOX</td>
</tr>
<tr>
<td>Informacje dodatkowe</td>
<td>Supported memory: DDR4-2933<br>
Max Memory Size: 128GB<br>
16 MB Intel® Smart Cache<br>
Intel® Turbo Boost Technology 3.0<br>
Technologia Intel® Turbo Boost Max 3.0</br></br></br></br></td>
</tr>
<tr>
<td>Okres rękojmi w miesiącach</td>
<td>35</td>
</tr>
</table>";Procesory,Intel;Meta title-Procesor;Meta keywords-Procesor;Meta description-Procesor;procesor_intel_core_i710700kf_box-item-64242;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/procesor_intel_core_i710700kf_box-item-64242.jpg;Procesor intel core? i7-10700kf box;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
395;1;Intel core i7-12700f 2.1ghz lga1700 25m cache box;8,10;1332.83;5;1639.38;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;19;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
Core i7-12700 F
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>
Intel Core i7
</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>
LGA1700
</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>
2.1
GHz
</td>
</tr>
<tr>
<td>Taktowanie (Boost)</td>
<td>
4.9
GHz
</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>
12
</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>
20
</td>
</tr>
<tr>
<td>Cache L2</td>
<td>
12 MB
</td>
</tr>
<tr>
<td>Cache L3   </td>
<td>
25 MB
</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>
Nie
</td>
</tr>
<tr>
<td>Architektura</td>
<td>
64-bit
</td>
</tr>
<tr>
<td>Wersja</td>
<td>
Box
</td>
</tr>
<tr>
<td>Wymiary</td>
<td>
<p>
Wymiary opakowania: 105 x 79 x 121 mm
<br>
</br></p></td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i712700f_2.1ghz_lga1700_25m_cache_box-item-68231;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i712700f_2.1ghz_lga1700_25m_cache_box-item-68231.jpg;Intel core i7-12700f 2.1ghz lga1700 25m cache box;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
396;1;Intel core i5-13600kf 3.5ghz lga1700 24m cache boxed cpu;8,10;1298.00;5;1596.54;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;9;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td colspan=""2"">Produkt:</td>
</tr>
<tr>
<td>Nazwa:</td>
<td>INTEL Core i5-13600KF 3.5GHz LGA1700 24M Cache Boxed CPU</td>
</tr>
<tr>
<td>EAN:</td>
<td>5032037258760</td>
</tr>
<tr>
<td>Gwarancja producenta:</td>
<td>
36 miesięcy w serwisie
</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i513600kf_3.5ghz_lga1700_24m_cache_boxed_cpu-item-68948;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i513600kf_3.5ghz_lga1700_24m_cache_boxed_cpu-item-68948.jpg;Intel core i5-13600kf 3.5ghz lga1700 24m cache boxed cpu;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
397;1;Procesor cpu  core i7-10700 box 2,9ghz, lga1200;8,10;1280.00;5;1574.4;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;18;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
i7-10700
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>Intel Core i7</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>LGA1200</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>2.9 GHz</td>
</tr>
<tr>
<td>Taktowanie procesora (Boost)</td>
<td>4.8 GHz</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>8</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>16</td>
</tr>
<tr>
<td>Cache L3     </td>
<td>16 MB</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>Nie</td>
</tr>
<tr>
<td>Technologia wykonania</td>
<td>14 nm</td>
</tr>
<tr>
<td>Architektura (32/64-bit) - tylko procesory i systemy op. - reszta wywalić!</td>
<td>64-bit</td>
</tr>
<tr>
<td>Wersja</td>
<td>Box</td>
</tr>
</table>";Procesory,Intel;Meta title-Procesor;Meta keywords-Procesor;Meta description-Procesor;procesor_cpu__core_i710700_box_29ghz_lga1200-item-63784;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/procesor_cpu__core_i710700_box_29ghz_lga1200-item-63784.jpg;Procesor cpu  core i7-10700 box 2,9ghz, lga1200;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
398;1;Intel core i5-12600 k box 3,7ghz, lga1700;8,10;1270.00;5;1562.1;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;12;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
BX8071512600K
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>Intel Core i5</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>LGA1700</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>3.7 GHz</td>
</tr>
<tr>
<td>Taktowanie procesora (Boost)</td>
<td>4.9 GHz</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>10</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>16</td>
</tr>
<tr>
<td>Cache L3     </td>
<td>20 MB</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>Nie</td>
</tr>
<tr>
<td>Technologia wykonania</td>
<td>10 nm</td>
</tr>
<tr>
<td>Architektura (32/64-bit) - tylko procesory i systemy op. - reszta wywalić!</td>
<td>64-bit</td>
</tr>
<tr>
<td>Dodatkowe chłodzenie (Intel -&gt; patrz dodatkowe info, AMD -&gt; wersja Box ma zawsze)</td>
<td>Tak</td>
</tr>
<tr>
<td>Wersja</td>
<td>Box</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i512600_k_box_37ghz_lga1700-item-66847;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i512600_k_box_37ghz_lga1700-item-66847.jpg;Intel core i5-12600 k box 3,7ghz, lga1700;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
399;1;Intel core i7-11700k 3.6ghz lga1200 16m cache cpu boxed;8,10;1254.00;5;1542.42;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;13;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811700K</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i7-11700K 3.6GHz LGA1200 16M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i711700k_3.6ghz_lga1200_16m_cache_cpu_boxed-item-65708;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i711700k_3.6ghz_lga1200_16m_cache_cpu_boxed-item-65708.jpg;Intel core i7-11700k 3.6ghz lga1200 16m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
400;1;Intel core i7-11700 2.5ghz lga1200 16m cache cpu boxed;8,10;1232.85;5;1516.41;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;20;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811700</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i7-11700 2.5GHz LGA1200 16M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i711700_2.5ghz_lga1200_16m_cache_cpu_boxed-item-65706;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i711700_2.5ghz_lga1200_16m_cache_cpu_boxed-item-65706.jpg;Intel core i7-11700 2.5ghz lga1200 16m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
401;1;Procesor intel core i5-12600kf box 3,7ghz, lga1700;8,10;1125.14;5;1383.92;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;15;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
BX8071512600KF
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>Intel Core i5</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>LGA1700</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>3.7 GHz</td>
</tr>
<tr>
<td>Taktowanie procesora (Boost)</td>
<td>4.9 Hz</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>10</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>16</td>
</tr>
<tr>
<td>Cache L3     </td>
<td>20 MB</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>Nie</td>
</tr>
<tr>
<td>Technologia wykonania</td>
<td>10 nm</td>
</tr>
<tr>
<td>Architektura (32/64-bit) - tylko procesory i systemy op. - reszta wywalić!</td>
<td>64-bit</td>
</tr>
<tr>
<td>Pozostałe informacje</td>
<td>
<p>
Brak grafki.
<br>
</br></p></td>
</tr>
<tr>
<td>Dodatkowe chłodzenie (Intel -&gt; patrz dodatkowe info, AMD -&gt; wersja Box ma zawsze)</td>
<td>Tak</td>
</tr>
<tr>
<td>Wersja</td>
<td>Box</td>
</tr>
</table>";Procesory,Intel;Meta title-Procesor;Meta keywords-Procesor;Meta description-Procesor;procesor_intel_core_i512600kf_box_37ghz_lga1700-item-66846;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/procesor_intel_core_i512600kf_box_37ghz_lga1700-item-66846.jpg;Procesor intel core i5-12600kf box 3,7ghz, lga1700;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
402;1;Intel core i5-11600k 3.9ghz lga1200 12m cache cpu boxed;8,10;1104.00;5;1357.92;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;11;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811600K</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i5-11600K 3.9GHz LGA1200 12M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i511600k_3.9ghz_lga1200_12m_cache_cpu_boxed-item-65719;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i511600k_3.9ghz_lga1200_12m_cache_cpu_boxed-item-65719.jpg;Intel core i5-11600k 3.9ghz lga1200 12m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
403;1;Intel core i5-11600 2.8ghz lga1200 12m cache cpu boxed;8,10;1080.77;5;1329.35;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;16;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811600</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i5-11600 2.8GHz LGA1200 12M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i511600_2.8ghz_lga1200_12m_cache_cpu_boxed-item-65720;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i511600_2.8ghz_lga1200_12m_cache_cpu_boxed-item-65720.jpg;Intel core i5-11600 2.8ghz lga1200 12m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
404;1;Intel core i5-10600 box 3,3ghz, lga1200;8,10;1070.00;5;1316.1;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;18;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
i5-10600
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>Intel Core i5</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>LGA1200</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>3.3 GHz</td>
</tr>
<tr>
<td>Taktowanie procesora (Boost)</td>
<td>4.8 GHz</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>6</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>12</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>Nie</td>
</tr>
<tr>
<td>Technologia wykonania</td>
<td>14 nm</td>
</tr>
<tr>
<td>Architektura (32/64-bit) - tylko procesory i systemy op. - reszta wywalić!</td>
<td>64-bit</td>
</tr>
<tr>
<td>Wersja</td>
<td>Box</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i510600_box_33ghz_lga1200-item-63703;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i510600_box_33ghz_lga1200-item-63703.jpg;Intel core i5-10600 box 3,3ghz, lga1200;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
405;1;Intel core i5-10600 k box 4,1ghz, lga1200;8,10;1007.42;5;1239.13;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;18;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Kod procesora</td>
<td>
<p>
i5-10600K
<br>
</br></p></td>
</tr>
<tr>
<td>Rodzina procesora</td>
<td>Intel Core i5</td>
</tr>
<tr>
<td>Gniazdo procesora</td>
<td>LGA1200</td>
</tr>
<tr>
<td>Taktowanie procesora</td>
<td>4.1 GHz</td>
</tr>
<tr>
<td>Taktowanie procesora (Boost)</td>
<td>4.8 GHz</td>
</tr>
<tr>
<td>Liczba rdzeni</td>
<td>6</td>
</tr>
<tr>
<td>Liczba wątków</td>
<td>12</td>
</tr>
<tr>
<td>Cache L3     </td>
<td>12 MB</td>
</tr>
<tr>
<td>Obsługa ECC</td>
<td>Nie</td>
</tr>
<tr>
<td>Technologia wykonania</td>
<td>14 nm</td>
</tr>
<tr>
<td>Architektura <br>
</br></td>
<td>64-bit</td>
</tr>
<tr>
<td>Wersja</td>
<td>Box</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i510600_k_box_41ghz_lga1200-item-63801;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i510600_k_box_41ghz_lga1200-item-63801.jpg;Intel core i5-10600 k box 4,1ghz, lga1200;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
406;1;Intel core i5-11600kf 3.9ghz lga1200 12m cache cpu boxed;8,10;989.00;5;1216.47;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;12;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070811600KF</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i5-11600KF 3.9GHz LGA1200 12M Cache CPU Boxed</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i511600kf_3.9ghz_lga1200_12m_cache_cpu_boxed-item-65718;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i511600kf_3.9ghz_lga1200_12m_cache_cpu_boxed-item-65718.jpg;Intel core i5-11600kf 3.9ghz lga1200 12m cache cpu boxed;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
407;1;Intel core i5-10500 2.9ghz lga1200 12m cache boxed cpu;8,10;954.36;5;1173.86;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;19;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070110500</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core i5-10500 2.9GHz LGA1200 12M Cache Boxed CPU</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i510500_2.9ghz_lga1200_12m_cache_boxed_cpu-item-63551;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i510500_2.9ghz_lga1200_12m_cache_boxed_cpu-item-63551.jpg;Intel core i5-10500 2.9ghz lga1200 12m cache boxed cpu;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
408;1;Intel core i5-10600kf 4.1ghz lga1200 12m cache boxed cpu;8,10;871.46;5;1071.9;0;;0;;;RP-demo_1;RF-demo_1;Hurtownia Elektronika;Intel;1234567890123;;;1;0.6;0.6;0.6;0.068357;;;5;1;5;1;;;szt.;0;<p>Kolekcja klasyki, pozdrawiam i polecam, Piotr Fronczewski</p>;"<table>
<tr>
<td>Symbol producenta</td>
<td>BX8070110600KF</td>
</tr>
<tr>
<td>Nazwa produktu</td>
<td>INTEL Core I5-10600KF 4.1GHz LGA1200 12M Cache Boxed CPU</td>
</tr>
<tr>
<td>Producent</td>
<td>INTEL</td>
</tr>
<tr>
<td>Klasa produktu</td>
<td>Wszystkie</td>
</tr>
</table>";Procesory,Intel;Meta title-Intel;Meta keywords-Intel;Meta description-Intel;intel_core_i510600kf_4.1ghz_lga1200_12m_cache_boxed_cpu_na_mag-item-64950;Na stanie;Obecnie zaopatrzenie Zamawianie jest dostępne;1;2022-12-17;2022-11-30;1;http://some_prestashop/img_import/intel_core_i510600kf_4.1ghz_lga1200_12m_cache_boxed_cpu_na_mag-item-64950.jpg;Intel core i5-10600kf 4.1ghz lga1200 12m cache boxed cpu;0;;1;new;0;0;0;0;0;;;;;0;0;0;0
